"Index","Data"
2018-05-01,596798.22
2018-06-01,712731.8
2018-07-01,531577.64
2018-08-01,896841.31
2018-09-01,518043.68
2018-10-01,712672.38
2018-11-01,791039.02
2018-12-01,731012.24
2019-01-01,629414.9
2019-02-01,741509.07
2019-03-01,735491.29
2019-04-01,329134.18
2019-05-01,415805.82
2019-06-01,683322.72
2019-07-01,451717.75
2019-08-01,547899.55
2019-09-01,591799.83
2019-10-01,861840.54
2019-11-01,696600.14
2019-12-01,780347.28
2020-01-01,626537.48
2020-02-01,715261.34
2020-03-01,772750.01
2020-04-01,634408.89
2020-05-01,669085.78
2020-06-01,833544.64
2020-07-01,833732.31
2020-08-01,664522.74
2020-09-01,844430.03
2020-10-01,522701.11
2020-11-01,692267.31
2020-12-01,785313.56
2021-01-01,848902.97
2021-02-01,723925.74
2021-03-01,772406.099999999
2021-04-01,906104.05
2021-05-01,762776.12
2021-06-01,898021.316932997
2021-07-01,840065.176596383
2021-08-01,870636.132387602
2021-09-01,871841.353173464
2021-10-01,1041661.23958836
2021-11-01,914103.046632019
2021-12-01,978573.111636448
2022-01-01,1030853.24589618
2022-02-01,1014737.89268533
2022-03-01,1102872.91382843
2022-04-01,1016057.40412147
2022-05-01,1044279.06204403
2022-06-01,989846.535871204
2022-07-01,964265.352760076
2022-08-01,959702.925683806
2022-09-01,961211.604062967
2022-10-01,1054724.13452352
2022-11-01,1007139.35456499
2022-12-01,1061663.78465522
2023-01-01,1133746.47940971
2023-02-01,1100436.1475046
2023-03-01,1174192.84661859
2023-04-01,1051719.98623602
2023-05-01,1108293.45920241
2023-06-01,1037264.62245178
2023-07-01,1005671.50753454
2023-08-01,1018030.1470213
2023-09-01,1027930.04446507
2023-10-01,1200839.00266143
2023-11-01,1075408.87901534
2023-12-01,1145937.44134022
2024-01-01,1211554.62402437
2024-02-01,1188587.01824501
2024-03-01,1287112.02946464
2024-04-01,1178624.02262079
2024-05-01,1217846.92361451
